Character,Line
GEORGE," Jerry, the Mets lost."
JERRY, I love a parade!
GEORGE, How do you suppose they did that?
KRAMER," Well...there's no logical explanation. All right. Well, 
              shall we go home?"
JERRY," Well, what about my car?"
KRAMER," Well, Jerry, you can't deduct it now."
JERRY," Hey, there's Elaine."
ELAINE, Hey.
JERRY," Well, you look, uh...relaxed."
ELAINE," Well, it is Sunday night, and you know how I like to unwind."
LAMAR," Hey, black Saab. Looks like that building cut you off! Ha 
              ha ha! See ya around!"
JERRY," Well, at least he didn't-"
LAMAR, Jackass!
JERRY, Somebody remember where we parked.
KRAMER, This was a fun day. It's nice to get out.
Jerry," It seems like whenever these office people call you in for a meeting, 
        the whole thing is about the sitting down. I would really like to sit 
        down with you. I think we need to sit down and talk. Why don't you come 
        in, and we'll sit down. Well, sometimes the sitting down doesn't work. 
        People get mad at the sitting.You know, we've been sitting here for I 
        don't know how long. How much longer are we just going to sit here? I'll 
        tell you what I think we should do. I think we should all sleep on it. 
        Maybe we're not getting down low enough. Maybe if we all lie down, then 
        our brains will work."
George," I can't eat this without catsup. Would it kill her to check up on us? Would
        that be a terrible thing? ""How's everything? Do you need anything? What can I do for
        you?"""
Jerry, I know what you mean.
George, Do ya?
Jerry, It's like going out with someone and you never hear from them again.
George, Same thing!
Jerry," Not really, but it's something. Ask the people behind you."
George, Excuse me. Are you using your catsup?
Woman, What do you think? You want to give him the catsup?
Man, It's up to you.
Woman, You know what? I don't think so. I'm going to need it from time to time.
Jerry, So what are you doing later? You want to go to the movies?
George, Nah - what for?
Jerry, To see a movie.
George, I've been to the movies.
Jerry, Not this movie.
George," They're all the same. You go, you sit, you eat popcorn, you watch. I'm sick of
        it."
Jerry, Did you shower today?
George, Yeah.
Jerry, That's usually the kind of mood I'm in when I haven't showered.
George," When is it going to be my turn, Jerry? When do I get my 15 minutes? I want my
        15 minutes!"
Jerry," Oh, quit complaining. At least you have your health."
George," Ah! Health's not good enough. I want more than health. Health's not doing it
        for me anymore. I'm sick"
Woman," All right, we're done. You can have it now."
George," Oh, very gracious."
Man, Nice day
George, Yeah.
Jerry, What is that?
Kramer, Hey! JoJo!
Jerry," Ey, ey!"
Elaine," All right, thanks for the ride, Kramer."
Kramer," No, thank you. So what are you doing?"
Jerry, Nothing.
Kramer," Come on, let's go to the beach."
George, What are you crazy?
Kramer, What? It's a beautiful day.
Jerry, Have a good time.
Kramer," Yeah, there's something in the air today. You feel it? There's something in the
        air."
Jerry, You know you're turning into Burt Lancaster?
Kramer," Yeah, there's something in the air."
Elaine," Oh, I forgot to call Jill. Jill. Hi, it's Elaine. How is your father? Is
        everything okay? What? I can't hear you so good. There's a lot of static. Wha? I'm going
        to call you back."
Jerry, Jill's father is in the hospital and you call to ask about him on a cell phone?
Elaine, What? No good?
Jerry, Faux pas.
Elaine, Faux pas?
George, Big hefty stinking faux pas.
Elaine, Why?
Jerry," You can't make a health inquiry on a cell phone. It's like saying ""I don't
        want to take up any of my "
George, On-the-street cell-phone call is the lowest phone call you can make.
Jerry, It's an act of total disregard. It's selfish.
George, It's dismissive.
Jerry, It's pompous.
George, Why don't you think before you do something?
Elaine, Here's a thought - Bye bye.
George, Too much?
George," Boy - I'm really surprised at Elaine - that whole phone business - she should
        know better than that."
Jerry, Hey - hey - hey!
George, What?
Jerry," Where do you think this relationship is? If you are thinking of instituting an
        open-door urination policy, let me disabuse you of that notion right now, my friend."
George, You're so uptight.
Jerry," Uptight? Let's all just have a big pee party. Hey everybody, grab a bucket.
        We're going up to Jerry's. It's a pee party."
Jerry," Hello. Yeah, hi, this is Jerry Seinfeld calling for James Kimbrough. Hello? Hi?
        Uh huh, really, uh, no problem,"
George, Who's he?
Jerry," He is the new president of NBC. He wants to sit down with us and talk about
        ""Jerry."""
George," Our show, ""Jerry""?"
Jerry, Right.
George," ""Jerry"", oh my God. He wants to talk about ""Jerry""?"
Jerry, Yeah!
George, When? 
Jerry," Today, like right now."
George," Right now? ""Jerry""?"
Jerry," ""Jerry""!"
George," He wants to talk about ""Jerry""?"
Jerry," He wants to talk about ""Jerry""!"
George," ""Jerry""!"
Jerry," ""Jerry""!"
George, Can I go like this?
Jerry, Sure!
George, No sports jacket? I don't need a sports jacket? Writers wear sports jackets.
Jerry, Forget the sports jacket.
George, I won't feel like a writer.
Jerry, You're not a writer.
George, Right!
George, Water. Need some water! Water here!
Jerry," Ok, now listen, I don't want any scenes in here like the last time."
George," Don't worry, don't worry, no scenes."
Jerry, Don't blow this.
George, I will not blow this.
Jerry," If he says he doesn't want it to be a show about nothing, don't go nuts."
George," It's fine, it doesn't have to be about nothing."
Jerry, He might not want nothing.
George," Something, nothing, I could care less."
Jerry, He might want a show about anything and everything.
George," Anything, everything, something, nothing - Who the hell cares? Put me down. I'm
        down!"
Jerry, All right.
Receptionist, Mr. Kimbrough is ready to see you 
George, Magic time.
Jerry, What?
Receptionist, Mr. Kimbrough.
Stu," Hey, Jerry, good to see you."
George," Hey, hey, hey!"
Stu, How you been?
Jerry," Good, good. You remember George."
Stu," George, good to see you."
George, Hello Stu.
Stu, You remember Jay Crespi.
George," Jay Crespi, how am I gonna forget Jay Crespi?"
Stu, This is James Kimbrough.
Kimbrough," Nice to meet you, pleasure, thanks for coming in."
George, Kimbrough.
Jerry, Don't spell.
George, K-I-M-B-R-O-U-G-H
Kimbrough, That's right.
George, It's a talent I have.
Kimbrough," Why don't we sit down, glad you're here."
George," Woo! Some day out there - You ever see weather like that? Woo! It's crisp -
        it's crispy crisp."
Jerry," Shut up, George."
Kimbrough, Can I get you anything?
George, What do we have in the fruit department?
Jerry, Oy.
Stu , Pineapple.
George," Oh, that's a dangerous fruit. It's like a weapon that thing, got spikes on the
        end. You can get killed from "
Kimbrough," Anyway, let me tell you why I called. When I took over here last month, I
        reviewed what was in development,and it was pretty much same old, same old."
George," Been there, done that."
Kimbrough," Right. I was looking for something different. Something that would have
        people talking at the water coolers."
George, Water coolers?
Crespi, We call it a water-cooler show.
Jerry," Because the next day in the offices, people gather around the water coolers to
        talk about it, right?"
George," See, I think people would talk about it at the coffee machines."
Jerry," Well it's probably just easier to say ""water cooler show"" than
        ""coffee machine show."""
George," It's really not accurate. Nobody drinks from a water cooler any more - they use
        bottles."
Jerry, But I think Mr. Kimbrough makes a good point.
Kimbrough," Anyway, Stu here started telling me about a show, ""Jerry"", that he
        developed five years ago."
Stu, I have always loved it.
Kimbrough," He said it was a show about nothing. So, I saw the pilot and I've got to
        tell you - I flipped out."
Crespi, He totally flipped out.
Kimbrough," What I want to do is put it on the air. 13-episode commitment. Start it off
        on Wednesday night, build up an"
Jerry, He's a little off the wall.
Crespi, Oh yeah.
Stu, Kramer.
Kimbrough, And Elaine - I wouldn't mind seeing something happening between you two.
Jerry, Definitely.
George," I tell you, I really don't think so-called relationship humor is what this show
        is all about."
Kimbrough," Or we could not do the show altogether, how about that?"
George, Or we could get them together. Woo!
George, Yeah!
Jerry, Yeah!
Elaine," Jill, hi, it's Elaine. Well, I'm calling from my home. Indoors. Well, I was
        just calling to see how your fa.. "
Jerry," Hi. Elaine, it's me."
Elaine," Jerry, I'm on the other line."
Jerry, No no - this is an emergency - get off the phone.
Elaine," I'm sorry, Jill. I'm going to have to take this call. Jerry, what's the
        emergency?"
Jerry," The ""Jerry""'s back on - the TV show! George and I are moving to
<!-- BeginAd02 --><!-- EndAd -->
        California!"
Elaine, That's the emergency?
Jerry, Did you hear what I said?
Elaine, I was on the other line talking to Jill.
Jerry," Jill? Well, why didn't you say so?"
Elaine, You said it was an emergency.
Jerry," So now she's lost a phone face-off? That's even worse than your cell phone
        walk-and-talk."
Helen," Congratulations, they're doing the show."
Morty," They should have put that show on 5 years ago. Bunch of idiots at that network.
        Can I tell you something, Jerry? It's all crap on TV. The only thing I watch is Xena the
        Warrior Princess. She must be about six-six."
Helen, She's not six-six.
Morty," Jerry, you ever watch that?"
Jerry," Yeah, it's pretty good."
Estelle, They picked up the show?
George, I'm moving to California.
Frank," Oh baby-doll, this kid's going places, I told you."
Estelle, The NBC guy liked it?
George, Of course he liked it.
Estelle, He told you he liked it?
George, He wouldn't put it on if he didn't like it.
Estelle," Well, what are you doing?"
George, I'm writing.
Estelle, You know how to write?
Frank," Without the writing, you have nothing. You're the ones that make them look good."
Estelle, Since when do you know how to write? I never saw you write anything.
George, Ma?!
Estelle," I don't know how you're going to write all those shows. And where are you get
        all the ideas?"
Frank, Would you leave him alone? You'll shatter his confidence!
George, I don't need any ideas. It's a show about nothing.
Estelle," Nothing. Please. I'll tell you the truth - the whole thing sounds pretty
        stupid to me."
Jerry," NBC is letting me use their private jet? And I can go anywhere I want? That's
        fantastic! Thanks. Great. "
Kramer, Oh hey!
Jerry, Hey - how was the beach?
Kramer," Oh, you missed it, buddy - lot of femininas - some major femininas"
Jerry, I had a little meeting today at NBC. What are you doing?
Kramer," You know, I went swimming and I can't get this water out of my ear."
Jerry," So do you remember five years ago, we did that pilot, ""Jerry""? Well,
        the new guy at NBC wants to do it. "
Kramer, You're moving to California?
Jerry," Yeah, only for a while."
Kramer," Yeah, but Jerry, what happens if the show's a hit? You could be out there for
        years! You might never come"
Jerry," No, I'll be back."
Kramer," Jerry. It's L.A. Nobody leaves. She's a seductress, she's a siren, she's a
        virgin, she's a whore."
Jerry," And my agent said as a bonus, I can use their private jet, so we'll all go
        somewhere - the four of us, one big fling before George and I go to California."
Kramer, Fling!
Elaine, So we can go anywhere we want?
Jerry, Anywhere.
Elaine, Why are they doing this?
Jerry," I think they want to make it up to us cause they let this thing sit on their
        shelf for five years."
Elaine, This is all very exciting.
