"Character","Line"
"elaine"," Hey, Joe Mayo."
"elaine"," So Joe Mayo had the same coat."
"george"," And you threw it out the window?"
"elaine"," No, because I was in charge of the coats. It's... insane."
"george"," This...is an organizer, a secretary, and a friend."
"george"," No, no, this is supposed to go to Joe Mayo's apartment."
"jerry"," No, because it's so stupid. Shall we?"
"jerry"," Ow! Sharp key."
"newman"," Well, there's very little sleeping going on."
"kramer"," Well, why didn't you tell me about this?"
"newman"," No, that's a fur coat! Hey, uh, give me a boost."
"kramer"," Man, where did you learn to climb trees like that?"
"jerry"," You don't understand. I went on a successful pocket diet, 
              and I want to keep that weight off."
"jerry"," Oh."
"jerry"," Well, so what? You're gettin' a deal, right? We'll split 
              it three ways."
"newman"," Ahh! This is very much as I imagined it to be. Aside from 
              this rattan piece, which seems oddly out of place."
"newman"," Sorry. Climbers, keepers."
"newman"," Don't you have a-a boyfriend? A, uh, burly, athletic type?"
"newman"," For I am in love with Svetlana, and I don't care if the 
              whole world knows, except for Silvio, who would throw me out of 
              the apartment, where I would be"
"kramer"," Huh?"
"kramer"," Yeah."
"kramer"," What about Jerry?"
"kramer"," All you have to do is wear the fur so Silvio thinks it's 
              yours."
"jerry"," Is that right?"
"kramer"," Oh, come on, man! Well, I'll tell you what, if you do this, 
              I'll give you that walkman you're always asking about."
"jerry"," All right."
"kramer"," Oh, hey, and by the way, uh, that walkman was broke when 
              you gave it to me."
"george"," It gets here when it gets here. Would you stop ridin' me?"
"jerry"," You know what? Just call up and cancel it. I'm out."
"george"," He's the guy we're the buying the chair for, remember? 
              It was your suggestion."
"george"," I needed it! My back is... a little tweaked."
"jerry"," Because of your giant wallet. Just get rid of it!"
"jerry"," All right."
"kramer"," Ahh...."
"george"," My receipts! The chair! My tiger poster!"
"jerry"," Hey, Silvio, just out for a little stroll in my favorite 
              fur coat."
"jerry"," Oh, thanks."
"kramer"," All right, you're not fancy!"
"jerry"," No, it's not. It's mine. I'm a fancy boy."
"jerry"," Hey! Officer! Someone took my European carryall!"
"elaine"," What is that?"
"jerry"," Heeyyy!..."
"jerry"," What did you wanna be?"
"elaine"," Jerry , She looks exactly like you."
"jerry"," She does stink and she should quit. But I don't want it 
              to be because of me. It should be the"
"kramer"," Aahh...Who's Janet?"
"kramer"," Well how should I have ""broached the subject"""
"jerry"," Yeah! Because of you."
"jerry"," Of course , I stink , you stink. It's show bizz. everybody 
              stinks.."
"jerry"," Oh! I think we're at the bottom."
"george"," No..."
"kramer"," What do I need to talk for.. ha! , For to blab to the neighbors 
              about George has a new fem-Jerry"
"jerry"," Well what does this mean?"
"kramer"," That's the idea."
"jerry"," Oh! you just startin' now?"
"elaine"," No it isn't."
"elaine"," Well I bet I can get in once I mention I'm from ...The 
              New Yorker."
"elaine"," ....And he said I could submit some of my own cartoons."
"jerry"," There really was shmootz on I didn't try to grab her"
"jerry"," some mouthwash , a hat , something."
"jerry"," I get it."
"jerry"," Well I got a complaint. This cartoon stinks."
"jerry","  That's it I'm calling 
              in the big guns."
"elaine"," A Ziggy?"
"george"," Na....no ... This relationship he..he..has got to be about 
              something and fast or I'm in very "
"george"," I'm losin' it"
"george"," Your hair?"
"jerry"," Hey! Kramer come on in. You've got to watch this , now she's 
              got nothing."
"kramer"," ...All right ..Starting now......"
"george"," like that "
"jerry"," You mean like.. "
"george"," Exactly.."
"jerry"," Hmmmm..."
"",""
"kramer"," Hmm, Elaine's been to Hong Kong. I should give her a call."
"jerry","  Hey, there's Leo."
"kramer"," Oh, yeah. Right. Uncle, Leo. Forgot his first name.."
"",""
"george","  What do you want to 
              hear?"
"george"," I find the soothing pastorial images very conduc-"
"jerry","  Thank you very much."
"jerry","  Oh, right. The big party.."
"elaine"," Worse. We made out at the table like our plane was going 
              down!"
"kramer","  What about the homeless?"
"kramer"," Alright, listen up. Now, you three have been hand-picked 
              out of possibly dozens that applied. Now, what we're looking for 
              are motivated,"
"newman","  Rusty."
"kramer","  You know, I once knew a horse named Rusty. No 
              offence."
"newman"," I think he stealing our rickshaw!"
"kramer"," Well, then, he's out!"
"george"," Yes, I, uh, I need to return this book."
"george"," It says that on the computer?"
"jerry"," '51-50'? That - that's just a scare, right?"
"jerry","  
              Hello?"
"jerry","  You're stealing too?!"
"jerry","  Well, you know, eighty-five percent of all 
              homeless rickshaw businesses fail within the first three months."
"newman"," We gotta find that rickshaw. You check the sewers and dumpsters. 
              I'll hit the soup kitchens, bakeries, and smorgasbords."
"george"," I don't understand what the big deal is. They let you try 
              on pants."
"jerry","  Not underpants."
"jerry","  Uncle Leo, wait! Hello?!"
"jerry"," Nightmares. You?"
"newman"," It's entirely possible."
"jerry","  Good night, Newman."
"",""
"newman"," There it is!"
"kramer"," Rusty!"
"newman"," You know, when you think about it, it's kind of silly for 
              us both to pull this thing all t he way back uptown. I mean, after 
              all, it is a conveyance."
"kramer"," Yes, that's true."
"george"," Well, I assume there's some sort of write-off."
"george","  Wh-what are you talking about? That - that's 
              rediculous."
"elaine"," Yeah. Now I can break up with him. He's clean, and I'm 
              the office hero."
"newman","  Boy.. Boy. Kramer!"
"kramer"," Woah! Wait!"
"",""
"george"," So, I'm gonna steal another one, and then return it. That 
              way, everything is even."
"jerry","  You defile one book, steal 
              another, ask for your money back - and to you that's even?"
"jerry"," You know, I shouldn't go out with a friend of yours. I foresee 
              messiness."
"jerry"," So they just gave you this?"
"kramer"," Oh, it's no big deal. It's just some guy who's been running 
              around Riverside park-pffff. You know, cutting people's heads off."
"kramer"," Yeah. That was my suggestion. It's sort of a catchall."
"george"," Just as she was. Hey, Mario! Remember us?"
"george"," Yeah."
"jerry"," Be that long. I mean, most action movies are--"
"jerry"," Well, it was nice meeting you. I'm sure I'll see you--"
"george"," Oh! Here you are. Ha ha...You, uh, you want to--"
"jerry"," Sure.  How about this one?"
"george"," What?"
"jerry"," Once you unplug the machine, all the scores will be erased."
"kramer"," You know the police, they found another victim of the Lopper 
              in Riverside Park. I saw the photo, and it looked a lot like you."
"george"," No. I need a guy that can rig a Frogger machine so that 
              I can move it without losing power, 'cause I have the high score. 
              H-hello?"
"george"," Kramer, listen to me. I'm never gonna have a child. If 
              I lose this Frogger high score, that's it for me."
"jerry"," Hello?"
"jerry"," So join in."
"elaine"," No, sir, I can't."
"jerry"," Well Lisi, that was another-"
"jerry"," Riverside Park."
"george"," And you automatically sleep with her?"
"jerry"," Well, I just wanted to make out a little, but she kind of--"
"elaine"," No. A $29,000 piece of cake. Peterman got it at The Duke 
              Of Windsor auction. It was the most romantic thing I've ever eaten."
"jerry"," Well, I think by sleeping with her, I may have sent her 
              the wrong message."
"elaine"," No, no. You are way past the phone call breakup stage."
"kramer"," Lock and load."
"george"," No. I--I paid for it."
"george"," The outlet?"
"jerry"," You are not dumb. Don't say that.."
"george"," Ha ha. Everything's timed out to perfection, Jerry. Slippery 
              Pete's got the Frogger running on battery power, the truck will 
              be there any minute, and Kramer's taped out the loading zone."
"jerry"," Oh. Sounds great."
"elaine"," Oh, hello."
"george"," What are you guys doing?"
"kramer"," George, they closed up."
"george"," Holes! I need holes!"
"george"," The nickname. George. What is that? It's nothing. It's 
              got no snap, no zip. I need a nickname that makes people light up."
"jerry"," You mean like...Liza!"
"george"," That's a myth."
"jerry"," T-bone, the ladies are gonna love ya."
"jerry"," You don't have to whisper. She knows she's a maid."
"jerry"," Yeah."
"elaine"," Oh."
"kramer"," Jerry, where have you been?"
"kramer"," I don't know."
"jerry"," That's the new area code. They've run out of 242s, so all 
              the new numbers are 646."
"jerry"," Here we go. "
"elaine"," Hello?"
"jerry"," Elaine, do you think I would go willy-nilly into a situation 
              so obviously fraught with potential complications?"
"jerry"," But the point is we have our personal relationship, and 
              we have our work relationship. They're separate and, I think, some 
              what sophisticated."
"jerry"," The store."
"jerry"," She's not a maid. She might be a news woman!"
"kramer"," Well, I signed up for a food delivery service, Now We're 
              Cookin'. That's a play on words. You know, they're faxing me the 
              menus from some restaurants."
"elaine"," Which ones?"
"kramer"," Ah!"
"elaine"," Ahem. 646? What is this?"
"kramer"," Madeline and I are watching Quincy together. Jerry, you 
              know this comes on at the same time here as it does there?"
"jerry"," Hey, T-bone!"
"elaine"," Yeah? Well, so am I!"
"george"," Excuse me. Can I talk to you for a second there, Watkins?"
"kramer"," Well, what's the matter?"
"jerry"," Koko?"
"george"," Tell me about it. I went out with this girl last week. 
              First I had to pay for dinner, then--"
"jerry"," No, George. She's coming over and not cleaning. It's like 
              I'm seein' a prostitute."
"jerry"," Ooh."
"kramer"," Well, now I can't see Jerry."
