"X","X.1"
"SpongeBob","  Thank you! Thank you, thank you, thank you! Thank you, thank you! Thank you! Thank you! Thank you!  Oh, dear. "
"Squidward"," And who might you be?"
"Mr. Krabs"," Mornin' Squidward!  Tour bus, sound equipment, check! All I need now is a...roadie? Now where in Neptune how I'm ever gonna find..."
"Patrick"," Then what about this? "
"SpongeBob"," Hey! Look! It's Ned and the Needlefish!"
"Mr. Krabs"," Hey! Now quit your worrying back there! With the success we're about to have, we'll be able to buy ten Krusty Krabs!"
"Squidward"," A one! And a two! And a one, two, three, four!  Thank you! Thank you very much!  Oh come on! Nothing!?"
"Mr. Krabs"," What's this? Our pay check?"
"SpongeBob"," Isn't this the most exciting experience in your entire life Squidward?"
"SpongeBob"," Oh the crowd went wild sir!"
"Squidward"," No no! Wait! Let me guess You ate the spare tire?"
"Patrick"," Wow...you're good at guessing..."
"SpongeBob"," Patrick, why didn't you just ask me?  You know I always bring tiny, snack size tires for in-between meals! You know, I'm kinda hungry now actually.  Hmm...Squidward? They're fat free!"
"SpongeBob"," Wait! Squidward! Squidward! You can't go! Please! Don't you see? The Krusty Krab needs us more than ever!"
"SpongeBob"," ♪Squidward...you must look inward. And then I'm sure that you will see what an awesome band we still could be! Please! Oh please don't quit on us now! I cannot allow this to be our last bow! Now now now! No no no! Nay nay nay! Neh neh neh! NEEEEVER give up! Don't ever give up! We can't let Mr. Krabs go bankrupt! We must keep busy! Never giving up!♪"
"SpongeBob"," ♪This is the part where I stand up and play!♪"
"Mr. Krabs"," Why'd I owe you money for!?"
"Mr. Krabs","  Well Krusty Krab, this is good bye... WHY!? WHY!?"
"SpongeBob","  I'm ready!"
"Plankton","  Hello sir! I'd like to purchase the Krusty Krab restaurant you have in your...where is it?"
"Patrick","  A bit dry and flavorless. I'll take two dozen."
"Patrick"," Hey! How'd we get up here? "
"SpongeBob"," Explosive, huh? I know just the thing!  Boom!  Impressed?"
"Patrick"," I want a clean fight. I don't wanna see any trash laying around.  Oohh...We give up! Fling  That was close."
"Patrick"," Even more brutal!"
"SpongeBob"," Hold tight, Sandy."
"Sandy"," ...108, 109, 110!"
"SpongeBob"," Yeah, you could say that. You have to eat as much chum as you can."
"Sandy"," Chum, huh? That's not too bad."
"SpongeBob"," Ok, Sandy, eat up."
"Sandy"," Uh, SpongeBob, I changed my mummh...  must make world record!"
"SpongeBob"," I'll go get the camera."
"Sandy"," Well, hurry up! I got record breaking to do!"
"SpongeBob"," Say ""cheese""!"
"Sandy"," Cheese!  Picture!"
"Sandy"," Woohoo! What's next?"
"Patrick"," What the...? Oh hey, it's Solitaire! I love this game! I take a touchdown! "
"Mr. Krabs"," Mr. Squidward, what's with all the dilly-dallyin'? We got customer's money  to take!"
"Squidward"," Where? "
"Mr. Krabs"," Patrick-Man? What kind of ridiculous name is that?"
"Squidward"," Oh, forget the name. Look at the ridiculous outfit. What is that? A pair of briefs?"
"Patrick"," No time for silly-talk, citizen. Patrick-Man is needed elsewhere! "
"Patrick"," Halt! Patrick-Man is on to you! Thief! Stealing is bad! Bad!"
"Patrick"," Let's see you try to bust outta that, boat thief!"
"Patrick"," Admit it, masked marauder!"
"Patrick"," SpongeBob, you're looking at a superhero. So naturally, I will rely on my superpowers,  and throw some stuff! "
"Patrick"," I've got him right where I want him. For the Pit Punch! "
"Patrick"," Actually,  it's Patrick to you.  I'm retiring. Having a job is too much work."
"SpongeBob"," I'm beginning to sense a pattern here.  Gary, are you trying to tell me something? Could it be that what you need is a new chew toy?  I thought so.  "
"Patrick"," It's so futuristic.  Look, a red dot!  Come back here!"
"SpongeBob"," That's brilliant! What will they think of next?"
"SpongeBob"," Are you ready to play with your new ball?  Here it is, boy! "
"SpongeBob"," OK, Gary, bring it back!  C'mon, Gary, bring it back.  You're supposed to bring it … back … Ah well, as long as he's not chewing on my stuff.   I wonder how Gary's doing? I haven't heard a squeak out of him.  Gary? Hmm, where is that snail? Gary, where are you?  Gary, I- oh, there you are!  Oh, a tea party, cute! Do you mind if I join you? I just love a spot of tea.  What kind of tea is it? Green tea? Earl gray? Oolong? Slippery elm?  Gee, I think he likes that ball more than me.  Deugh! That is not tea."
"SpongeBob"," Good morning, Gary! I hope you're not still mad at me. Gary? The ball!  I will not tolerate this disobedience, Gary!  Gary, I'm not playing around, you had better show yourself this instant. OK, get down here! Hm.  Gary, give me that ball.  C'mon! Hnn! Get down!  Mother always said, “don't run with the broom”. I'll take that!  Gary, how could you! You are going to have to make a choice. It's either me, or the-  Ball. Fine. I hope you two will be very happy. Together. Without me. Goodbye. "
"Mr. Krabs","  There you are boy!  The Milkshake Academy! You know boy? Milkshaking technology and know-how is advanced since you were last a cadet!"
"SpongeBob"," What's wrong Captain Frostymug?"
"SpongeBob"," No! I'm not leaving you behind! "
"SpongeBob"," Uh huh. Cause I found a box of my old baby toys in the attic, and we're playing with them.  Hey! My old teddy walrus! This stuff really takes  me back. "
"Patrick"," Hey, He's mumblin' and droolin' like a little baby."
"SpongeBob"," Well, I don't know, Patrick. He isn't looking so good. He should probably see a doctor. Come on let's take him to the hospital."
"Patrick"," Hey little Squidward. Ready to have some fun? Woop-ee-doo! "
"SpongeBob"," Ok Squidie! Din din is ready. Where is our little miracle?  Patrick how could you!  There! My little darling. Were supposed to protect his head remember?  Ok Squidie! I made your favorite. Grilled Tar Tar with a algae vinaigrette.  Here it comes, open wide!  Come on little buddy you got eat healthy so you can grow up to be big and cranky. Just like the airplane in the hanger.  See Patrick sometimes you have to out-think the baby.  You know Patrick maybe..."
"Patrick"," He does. "
"SpongeBob"," Ohh, This game's kinda dangerous. "
"Patrick"," Don't worry he'll be settled down in couple of minutes. "
"SpongeBob"," Squidward! Yelling at a poor, defenseless baby! You oughta be ashamed!"
"Mr. Krabs"," What in blazes is going on around he...... Whoa! Mr. Squidward!  Where are your manners?"
"SpongeBob"," Yes, sir! Yes, sir!  Oh."
"SpongeBob"," Sorry!  Ok, Squiddy! Hold still! And, oh, boy!"
"SpongeBob"," Yes."
"SpongeBob","  Nothing."
"Squidward"," Hmmm.  If SpongeBrain is keeping the book away from me, then I have no choice but to read it. "
"Squidward"," The address is on the bag."
"SpongeBob"," P-p-p-p-plaid? "
"Squidward","  Listen to this — SpongeBob has named his spatula ""Fifi."""
"SpongeBob"," My... DIARY! Squidward! How could you?! "
"Mr. Krabs"," That's low, Squidward... even for you. You'd better apologize."
"Squidward","  He'll get over it. "
"SpongeBob"," What for?"
"SpongeBob"," Uh...focus on the road, there is nothing but the road!"
"SpongeBob","  Ward!"
"SpongeBob","  Sea urchin! Geh..."
"SpongeBob"," There it is!  I'll get it!  Got it! "
"SpongeBob"," Don't worry Plankton! We're behind you one hundred percent!"
"Mr. Krabs"," Ah, who cares about Plankton? What about me restaurant?"
"Mr. Krabs"," Here goes nothing! "
"SpongeBob","  So where do we release them?"
"Mr. Krabs"," Keep going!"
"SpongeBob"," Is this far enough?"
"Squidward"," Paranoid much?"
"Squidward"," SpongeBob! SpongeBob! Open up! "
"Squidward"," About the danger that lurks around every corner! "
"SpongeBob"," Eh, don't you mean ""karate?"""
"SpongeBob"," Play close attention and you will receive the totality of my karate mastery! Handed down from Sensei Cheeks herself. Now watch! Watch and learn. "
"Squidward"," -Alright already! We've been through this! Are you going to teach me how to get revenge on my attacker or what!?"
"Sandy"," Great! Now repeat after me HIYAH!"
"Squidward"," Sigh...whatever you say Sensei..."
"Sandy"," Arms up Squidward! Block! Block!  Block! Block!"
"SpongeBob"," Come on, Squiddy! Give it the ol' roundhouse!"
"Squidward"," Groceries? You'll have to pull my groceries from my cold, wet tentacles bucko! Take this! Hiyah!  Huh? Think that's going to stop me!? You're not getting me without a fight! HIYAH!  Got you... right where...I want you!  Vengeance... is... MINE!"
"Squidward"," Shut up! Phew! "
"SpongeBob"," Hey Sandy?  I don't remember this being a part of my training."
"Sandy"," It wasn't! But today is chore day! So I'd figured why not fry two fish in one skillet! "
"Squidward"," Hah hah! I can't believe I did it!"
"Sandy"," Well, I wouldn't go that far. But you have proven yourself worthy of...  ...the Belt of Basic Competence!"
"Squidward"," Let me give him a taste! A mere morsel of what's in store!  Hee-YAH!  HEE-YAH!  Hiyah! That one was called Washing Sandy's Windows!  Stay back or you're gonna get it! I am warning you!  Okay buddy, I warned ya!  I like to call this one Taking Out Sandy's Trash! Hee-YAH! "
"Squidward"," My finishing move! I give you Watering Sandy's Lawn! Hee-YAH! "
"SpongeBob"," Psst! Hey, Sheldon!"
"SpongeBob","  Hi Karen!  Look Plankton! Karen came to visit and she brought you a cake! "
"Plankton"," Wait a second! I didn't say you could-"
"Plankton","  Wait! Put me down!  Uh oh... You can't eat me! I'm Bikini Bottom's most evil genius!"
"Plankton"," Are we at the airport?  Ahem! Hey! Gather 'round fellow convicts! It is I the one and only Sheldon J. Plankton, evil genius!"
"Plankton","  With this pack of criminals, I can steal the Secret Formula like that!"
"Plankton"," Chum? What use is chum?"
"Plankton","  Uh oh... It worked! "
"Mr. Krabs"," Don't worry SpongeBob! We're ready for 'em!"
"SpongeBob"," Is it toxic patty Tuesday?"
"Mr. Krabs"," Hold on, kiddo. We still have one more ingredient. "
"SpongeBob"," Got it. Two drops... "
"Mr. Krabs"," We can get it later."
"SpongeBob"," Well, I've never even heard of that model."
"Plankton"," These are nothing compared to......the majestic SizzleMaster! "
"Mr. Krabs"," You're gonna be missing a job if you don't get in that kitchen. The lunch rush is nigh! "
"SpongeBob","  Well, nothing me and the SizzleMaster can't handle."
"SpongeBob","  I wasn't talking to my spatula!"
"SpongeBob"," Hey! That's a great idea! But you man the condiments, I'll take the grill. Sorry, but I don't trust anyone with this baby, but me."
"Mr. Krabs"," Ooh, that's great SpongeBob.  Wait a minute. What did I tell ya about talking to spatulas? Only do it if it makes me money. "
"SpongeBob","  Unlikely. But a spatula can dream. See you tomorrow."
"Plankton","  Sure!"
"Plankton","   Karen! I thought I told you not to put smell sensors on the spatula! "
"Plankton","  Would you like me to man the grill for you today?"
"Plankton","  Oh, SpongeBob, I'm sorry. I just wasn't used to this grill. All of the Krabby Patties are gone."
"Mr. Krabs"," SpongeBob, no! Uh, I mean, it was your talkin' spatula, you say? That you got from Plankton? Well, why didn't you say so?  Here. Give your talkin' spatula this recipe. "
"SpongeBob"," Aye, aye! Okay SizzleMaster, the first ingredient is... five gallons combustible cooking oil."
"Plankton"," Chum! Get your red, hot chum here! What's the deal? According to my algorithm,  beach-goers should be famished  and looking for a treat. A treat like chum! Hello? It's perfectly edible, people!  Oh, come on, man! This is my livelihood! "
"Sandy"," O-kay...  ""BENEATH THE SEA FLOOR"" . The visual is of a normal undersea background] My scientific investigation has  revealed that deep beneath the lagoon floor is a volcanic pocket of super goo.  A crack has formed releasing bubbles of the goo to the surface which are toxic and very unstable. At any moment, it could lose its integrity and boom! It'll explode!"
"Plankton"," That rodent's right. A giant goo bubble could really level the playing field. If someone were able to control its power, they'd control all of Bikini Bottom. And I'm going to be that someone. "
"Patrick","  Seems safe to me."
"Plankton","  I can't find this thing anywhere.  Come on, now. Think, Plankton.  If you were a giant bubble of dangerous goo, where would you be? "
"Plankton"," What did you say?"
"Sandy"," Well, Perch, it's my considered opinion that now would be a good time to--  --run like heck! "
"Sandy","  Hold on, Patrick! We're here to rescue you!"
"SpongeBob"," That's weird. It's like that bubble has a mind of its own."
"Sandy"," Or the mind of someone else. Look!  Plankton! I knew it!"
"Plankton"," Yeah, it's me."
"Sandy"," Dang it! We'll never catch him at this rate!"
"Plankton"," Ha! They'll never catch me at this rate! "
"Sandy"," We've got you surrounded, Plankton! Now, come out with your antenna in the air!"
"Plankton"," Oh, dear, I guess you've got me. Oh, wait a second--  No, you don't! "
"Patrick","  Good thing we landed on SpongeBob. "
"SpongeBob"," Yeah, good thing. "
"Sandy"," Plankton, you creepy bacteria! Give me back my sub!  My sub!"
"Patrick"," Really?  Do I need deodorant?"
"SpongeBob"," No, but you're close. What we need is  liquid soap. It's time to fight bubble with bubble!"
"SpongeBob"," Prepare to meet your match, you big, bubble bully! "
"Patrick","  Whoo!  Oh, boy! Get him, you big bubble bruiser!  Whoo!  You're the man! Yay! "
"Mr. Krabs","  Ok, I'll do it."
"SpongeBob","  See, Patrick? Bubbles are the answer to everything! "
"Mr. Krabs"," ""Instant interest""?! Well, that's practically giving money away!  SpongeBob! You're in charge while I run down to the Bank of Bikini Bottom Bank! I gotta get down there before they run out of dough!  Money, here I co... Huh? "
"Mr. Krabs"," Yeah, hi! I want to see all of your money!"
"Mr. Krabs","  Good day, gentlemen!"
"Mr. Krabs","  They haven't thrown me out yet..."
"Mr. Krabs"," Oh, of course!  Here's me prized penny deposit it into a new account!"
"Mr. Krabs"," Wait! Can it...have one moment with me penny? Alone?"
"SpongeBob"," I can't take it anymore! I'm gonna go look for him!  Hold on, Krabs! I'm coming for ya!  Mr. Krabs!  Mr. Krabs!  Mr. Krabs!  Mr. Krabs! "
