"Character","Line"
"george"," So I set up a screening, everyone takes their shirt off and click, 
        I snap me a shot of a bear-chested Kruger. "
"elaine"," You have a little thing for this fella'? "
"george"," Jerry, you gotta talk to Sitarides. "
"jerry"," Yesterday you said I had to get my revenge on her! "
"george"," And that was wrong, Jerry! You simple must to apologize.. "
"jerry"," Must I? "
"george"," Yes! Because it is the mature, adult thing to do. "
"jerry"," How does that reflect me? "
"kramer"," Elaine, alright where's the SP2000? Cause I gotta slice. "
"elaine"," Aah, I forgot it. I gotta get home. "
"kramer"," Ok, I'll go with you. "
"elaine"," Umm, I'm not actually going straight to home, I have to first 
        stop at the eh...circus, you know with all the...clowns. "
"kramer"," Oh, well you have fun... oh no clowns...hate clowns...the 
        clowns. "
"jerry"," So again, I'm sorry. I had no right to yell at you, you're a life 
        saving doctor and I'm just a comedian... "
"jerry"," Was it pimple popper MD? "
"jerry"," Still got it. "
"elaine"," Out, damn heal! "
"kramer"," Elaine? "
"elaine"," Kramer? "
"kramer"," Yeah listen, I need my slicer back. "
"elaine"," Just hold on! "
"kramer"," Hey, what's going on? "
"elaine"," Nothing... Here, 
        ok I'm on the phone alright? I'm on the phone with someone... "
"kramer"," My blade is all dinged up. Oh, come on! Elaine! "
"elaine"," Phone call! I'm in a big phone call! "
"kramer"," Come on, this is important!  "
"kramer"," Wow, that's a lot of potatoes. "
"kramer"," So, George took my slicer down to Kruger and they're smoothing 
        it out for me. "
"jerry"," What the hell is this? "
"kramer"," Boy, that looks like an allergic reaction. Have you been wearing 
        a fake beard? "
"jerry"," No. "
"kramer"," Well, what have you been doing? "
"jerry"," Nothing, I got up, run some errands, I went down to Sara's office 
        and apologized... "
"kramer"," Whoa whoa, backup, Dr. Sitarides, what happened there? "
"jerry"," Well, I tried to apologise, it didn't go over that well... "
"kramer"," There, there's your hives. "
"jerry"," What, she gave me hives? "
"kramer"," Jerry, as the Bible says; Thou who cureth, can maketh ill. "
"jerry"," She did kind of touch my face. "
"kramer"," Now you listen to me, you've got to find this woman and tell 
        her that you're not a test tube pin cushion. "
"jerry"," It does itch. Maybe I will go down at Kruger and talk to her. 
      "
"kramer"," Alright, great, because I got to get down there and pick up my 
        blade. Hey, and I couldn't find that stock room. "
"elaine"," Oh, that's fantastic. "
"george"," I just talked to Mr. Kruger, he'll be down in a minute. He wanted 
        me to take a photograph for the record. "
"george"," His personal file, I, I don't ask... "
"jerry"," I don't know, this?  "
"jerry"," Where do you suppose that could've come from? "
"george"," Jerry, what are you doing... "
"kramer"," He is just setting the record straight. "
"jerry"," Come on Sitarides, cop to it. What brand of perverted science 
        do you practice? "
"jerry"," I want the antidote, pimple popper! "
"jerry"," Am I? You touched my face. I didn't imagine that! "
"george"," Dr. Sitarides don't go! Oh, thanks Jerry! "
"george"," Aah, yeah, yeah. Won't you head on in, we'll be in in a second. 
        Be right with you. "
"kramer"," Doc, huh? "
"george"," Kramer, this is perfect. I need you to go in there, pretend you're 
        a doctor and check this guy for moles. "
"kramer"," Moles, yes. Freckle's ugly cousin. "
"george"," And get a picture of him, with his shirt off. "
"kramer"," You really are cooking up a little scheme here, aren't you? "
"george"," Alright, lets get in there. Quick, quick, quick... "
"elaine"," This is it. I can take this anymore. "
"kramer"," Male mammal. Approximately 30 to 60 years of age. Weight...uh 
        indeterminate. Ok, Mr. Kruger, we are gonna take a photo now for the records. 
        So if you'll stand up please and give me a big smile, oh no no no, not 
        that big. Yeah, that's nice, yes okay. Yes, let's have a looksee...ok, 
        so eh, fiber from shirt on the left shoulder. I'm gonna have to keep my 
        on that. "
"kramer"," Uuh, long long time. Yes, I've seen moles so big they have their 
        own moles. Freckles that cover two men. "
"kramer"," Oh, so far, so good... yeuye... 
      "
"george"," Kramer, I really owe you one. "
"kramer"," George, we got a problem. "
"george"," What? "
"kramer"," Well, he's got a mole on his shoulder. Very suspicious. "
"george"," So, tell him you're concerned about it and he should see someone 
        else. "
"kramer"," George, why would I, a Juilliard trained dermatologist, send 
        him to another doctor? "
"george"," Because, you're not a dermatologist. "
"kramer"," He thinks I am. I'm not gonna betray that trust. Here's what 
        I wanna do; I think I can get a section... "
"george"," Whoa, whoa, a section?! "
"kramer"," Yeah, if I could crab my slicer and he'd hold still... "
"george"," No, you're not taking a deli slicer to my boss... "
"kramer"," It'll be operative thing, he would barely feel it. "
"george"," No! Absolutely Not! "
"kramer"," Well, it's my medical opinion, that you're making a big mistake. 
        And it's going in my chart. "
"elaine"," Yeah, hello is this Allied Lock Smith?! Oh, finally, listen I 
        need someone to come over here right away! "
"elaine"," I am getting a lock smith, alright?! Relax! "
"elaine"," Yeah, the address is 78th West... "
"jerry"," So, Kramer pulled it off? "
"george"," Yep, and the photo was all fixed and back on his desk, no thanks 
        to you. "
"jerry"," Well, that woman had it coming to her. Look at my neck, it looks 
        like I had a beard of bees! "
"george"," Why don't you see someone about it? "
"jerry"," I've called everyone. You know how hard it is to get a dermatologist 
        in this town?  A real dermatologist. "
"kramer","  Squamous cell carcinoma. "
"george"," You're not a doctor. You shouldn't even have books like this. 
      "
"kramer"," George, that's what he has and I have to give him a call. Now 
        we gotta came clean. "
"george"," You can't tell him the truth, you're gonna blow the whole thing. 
      "
"kramer"," I don't want this on my conscience. "
"george"," I'll get him to see a real doctor. You just stay away from this. 
      "
"kramer"," Yeah, alright... "
"jerry"," Hey, I wonder if they have a picture of my rash in here. "
"kramer"," They've got everything there, Jerry. I underlined the best parts. 
      "
"jerry"," Hey, this looks like the thing I have. Caused by exposure to benzene, 
        a common ingredient in metal cleaners. "
"kramer"," Well, that's weird. "
"jerry"," What are you doing? "
"kramer"," Well, I'm cleaning my slicer. "
"jerry"," That's my hand towel! I use that on my face, hands and chest! 
        That's where the hives are coming from! It's not from Dr. Sitarides, it's 
        from Dr. Van Nostrand! "
"kramer"," So, somehow the Bronzo  is reacting to the poison she's giving 
        you. "
"jerry"," Alright, get out. And take your Bronzo with you  "
"kramer"," Ohh, that's toxic.  
        Ououou.... "
"george"," Eh, listen Mr. Kruger, I got a message from Dr. Van Nostrand 
        and he says it might be wise to you to see another doctor about that mole. 
      "
"george"," Well, he said it could be cancer, maybe you should get it checked 
        out. "
"george"," Whatever. "
"george"," Well, that pear shaped loser was me! And I was in that photo, 
        until I broke in here, stole the photograph and airbrushed myself out 
        of there! "
"george"," That's what they tell me! "
"kramer"," Do you want more pastrami? "
"elaine"," Um, what was that last thing you gave me? That was pretty good. 
      "
"kramer"," Yeah, it was olive loaf. You want that? "
"jerry"," I can't believe Kruger didn't fire you after all you did. "
"george"," He said he didn't care. Oh, God I love that place. Hey, have 
        you seen other dermatologist? "
"jerry"," Yeah, I finally got to see Dr. Kazarian. He said it was really 
        bad. "
"george"," What did he give you for it. "
"jerry"," Aloe. So where's that lock smith? "
"george"," Have to give him time on this hour. "
"elaine"," Can I have a zip?  "
"kramer"," Oh yeah, coming up... "
"george"," So, Elaine, are you going to sleep with me or what?!"
"elaine","  George, I just got off a twenty-three hour 
              plane ride. I'm too tired to even vomit at the thought."
"george","  Fine. I'll ask you again when you're rested."
"jerry","  Oh, I'm sure she'll come around."
"george"," Yeah, I hope so. For your sake!"
"jerry","  I said I was sorry."
"george"," You can stuff you sorries in a sack, mister!"
"jerry","  Would you please stop saying that?!"
"kramer","  What's up with you two?"
"george"," I don't want to talk about it."
"kramer","  So how was the big trip?"
"jerry"," I don't want to talk about it!"
"kramer","  Well, what happened 
              to your nose?"
"elaine"," I don't want to talk ab-ow!-t it! "
"kramer"," Well, you gotta give me something! Come on, how was the 
              wedding? Was the bride radiant?"
"elaine"," She.. was."
"jerry"," 'Till she found out Elaine slept with the groom."
"kramer","  Ooohh.. That sounds juicy. Listen, I gotta 
              go to the bathroom, but I want to hear all about it. "
"george","  You know, I didn't go to 
              the bathroom the entire time we were in India."
"jerry"," I can't believe we went all the way to India for a wedding!"
"elaine"," No, no, no! It was years ago - before you met him. And, 
              and I got to tell you.. it was very mechanical."
"elaine","  Idiots! This is all yoru fault!"
"george","  Not me! Him! His fault! He betrayed 
              me!"
"jerry","  George, I'm sorry.."
"george"," You can stuff your sorries in a sack, Mister!"
"jerry","  I don't know what that means."
"george","  Alright, Nina, you have to decide right 
              now. Jerry or me?"
"george"," What?! Well, what are you doing here?"
"george"," Five' eight! Five' seven!"
"elaine","  See? See the way they are?! We're - we're 
              still best friends, right?"
"jerry"," That's got to hurt, I don't care where you're from!"
"george","  What time is our flight back? I got 
              to go to the bathroom."
"elaine","  Hey."
"jerry"," Hey."
"elaine"," What happened last night?"
"jerry"," Oh, you were pretty loaded."
"elaine","  I know. I woke up with this."
"jerry"," Oh. Hello, Tetanus."
"george","  No, no, no, no. I can walk it off. It's a 
              hundred and twenty degrees in here.. I'll sweat it out."
"elaine","  Hey.  Are those Timberlands painted black?"
"george","  Is your nose pierced?"
"elaine","  I should.. "
"george"," Yeah.  Sit down there.  Hello, Jerry.  I"
"jerry","  George, we need to talk."
"george","  I think you've done a lot 
              more than talk! You betrayed me!"
"jerry"," Alright, I admit it. I slept with Nina, but that's all."
"george","  ""That's all""?! That's everything! 
              I don't know what all the rest of it is for anyway!"
