"X","X.1"
"Mr. Krabs"," Squidward, I'm glad you're here. I think SpongeBob may be lost in the Lost and Found."
"Squidward"," And this concerns me how, exactly?  Wait—what?! "
"Mr. Krabs"," Don't worry. There's a ladder."
"Mr. Krabs"," And find that toy...pronto!"
"SpongeBob"," Whoa! Are you the people of the too-small clothes?"
"SpongeBob"," Did you drop a box on my head?"
"SpongeBob"," Oh!  Hello!"
"SpongeBob"," Oh, no...looks like I'm lost now too."
"SpongeBob"," How did you survive down here all this time?"
"SpongeBob"," Your breath is delightfully fresh."
"SpongeBob"," Oh, hey! That's the teddy fish! My boss, Mr. Krabs, told me to grab that. Thank you!"
"SpongeBob","  Yoink! Losers weepers! "
"SpongeBob"," Sorry, but this has to go back to its rightful owner!"
"Squidward"," Moron! I mean, SpongeBoooob?! I can't believe Old Man Krabs has held on to all this stuff.  Oooh! Kazoos! Why, I had a kazoo when I was a child..."
"Squidward"," Everybody loved it!"
"Squidward"," These are clarinets!! In fact, these are all my clarinets! Wait a minute—these weren't lost! They were all in my locker! Mmm..  Now what could that possibly—"
"Squidward","  Typical."
"Mr. Krabs"," Squidward? SpongeBob? It's the curse of the Lost and Found no one ever gets found. They just stay lost.  Oh, well, back to work."
"Mr. Krabs","  Stinky ambiance? Oooh, it's a dark time for the Krusty Krab."
"Mr. Krabs"," Waaaaah!"
"SpongeBob"," Oh! Lost toys! "
"SpongeBob"," Lost Toilets? "
"SpongeBob"," Lost Pets! "
"SpongeBob"," Lost Mine!"
"SpongeBob"," Lost world!"
"Squidward"," A hatch! Maybe that's the emergency exit!  Grease trap!?"
"SpongeBob"," Lost dead ends?! "
"SpongeBob"," No! This teddy fish belongs to a poor, sweet child!  Huh?  Patty grease? Oh, no! I haven't cleaned the grease trap in years!"
"SpongeBob"," Wait! I have a better idea! "
"Mr. Krabs"," No SpongeBob, no teddy fish, no customers!  All is lost!"
"Mr. Krabs","  Who is it?"
"SpongeBob"," Tylo!"
"Mr. Krabs"," Tylo who? "
"SpongeBob"," Tylosaurus!"
"Mr. Krabs"," SpongeBob! Thank Neptune you're back, son!"
"SpongeBob"," Oh, good to be back Mr. Krabs, but I'm not the only one. Look who I found!"
"Mr. Krabs"," Ack!  Get back! Get back!"
"Mr. Krabs"," Hm. Maybe I should put up a sign."
"SpongeBob"," Aww, all the old people are hugging."
"SpongeBob"," Dry your tears, little kid. Look! It's teddy fish! "
"Mr. Krabs"," Well, I guess we all learned a lesson about being lost and being found today."
"SpongeBob"," What's that, Mr. Krabs?"
"Mr. Krabs"," I don't know."
"SpongeBob"," Hey, speaking of lost, where's Squidward?"
"Patrick"," Ahh! Sea spider! Sea spider! Sea spider!"
"Patrick"," Back! Back!"
"Patrick"," Whoa!"
"Patrick"," Oh, boy! Here it is! My lost coupon! I found it!"
"Patrick"," You have fought well today, sea spider, and now I must leave. For I am going to use this coupon to get an ice cream for my bestest friend in the whole ocean—um..  Sponge Knob Hair Pants!  Hmm.  Hmm!"
"SpongeBob"," Hey, Patrick."
"Patrick","  Oh."
"SpongeBob"," What you doin'?"
"Patrick"," I got this here free coupon and I'm gonna get you an ice cream."
"SpongeBob"," That's nice of you, buddy, but I already got an ice cream."
"Patrick"," Uh...but I'm getting you an ice cream!"
"SpongeBob"," Why would ya? I already got one."
"Patrick","  Because I'm a nice guy! "
"SpongeBob"," Wow. There goes the nicest guy."
"Patrick"," Whoa."
"Mr. Krabs"," Hooray! I win a free coupon!"
"Patrick"," H-how did you know about my free coupon?"
"Mr. Krabs"," Me back knows.  It breaks out in hives around anything free."
"Patrick","  Guh."
"Mr. Krabs"," I also know how heavy a free coupon can be."
"Patrick"," It's heavy?"
"Mr. Krabs"," Much too much responsibility for a carefree fellow like you. Tell you what. I'll take that free coupon off your hands for the price of a hearty handshake. "
"Patrick"," Uh...Oh. Ohh! Oh! SpongeBob does love handshakes."
"Squidward"," You should be ashamed of yourself! Taking advantage of a simpleton. "
"Mr. Krabs"," Aww, come on. Can't an old crab have a little unscrupulous fun anymore? "
"Patrick"," Hey, you ruined my deal! I almost had a handshake!"
"Squidward","  Oh, you dingdong wing nut! Krabs was just trying to steal your coupon! "
"Patrick"," Steal my coupon? Hmm.  You want my ice cream coupon! You can't have it!"
"Patrick"," You."
"Patrick"," Oh, I see you...peeking at my coupon! It's for SpongeBob's ice cream!"
"Patrick"," Get away from me! All of you! You're all after my coupon!"
"Patrick"," No! You can't have my coupon! No! No!"
"Patrick"," Whaa!"
"Patrick"," Ooh.  Ah! Come back!  Ah!  I made it.  It's beautiful."
"Patrick"," Yes, it's a good day for ice cream!"
"Patrick"," Oh, I want your bestest ice cream for my bestest buddy, SpongeBob!"
"Patrick"," SpongeBob won't mind if I just take a little taste."
"Patrick"," No ice cream for SpongeBob? Uh!"
"Patrick"," I demand that you honor my coupon! "
"Patrick"," Take my coupon! Take my coupon. Take my coupon. Take my coupon. Ah, take my—"
"Patrick"," I'm miserable."
"Patrick"," The Ice Cream King?"
"Patrick"," Wow."
"Patrick"," Yeah. Would you, please?"
"Patrick"," Hello?"
"Patrick"," Oh.  No. I'm not the extra gator. I'm here to redeem my coupon for a free ice cream! It's for my bestest friend, but it's out of date."
"Patrick"," I don't know what anything is."
"Patrick","  Apples?"
"Patrick","  It's down here today."
"Patrick"," Hey, you're right! "
"Patrick"," I didn't bring my reading eyes."
"Patrick"," Oh, ooh. It says ""garbaldy goop."""
"Patrick"," Wow. Oh... "
"Patrick"," Oh, man. "
"Patrick"," Not so fast!  Ha! Can I redeem my coupon now?"
"Patrick"," Ha, ha, ha! You'll wish your cone was a cup when I whip you into cream! Hi-ya! "
"Patrick"," They told me you had scoops, but your serve is soft. I see you've studied the ancient art of failure!  Redeem my coupon!"
"SpongeBob"," Oh, hello, Patrick. What's up?"
"Patrick"," I was gonna give you this ice cream,  but it melted. Instead, I got you this hearty handshake. "
"SpongeBob"," Aw, I love hearty handshakes, but not as much as I love ice cream!"
"SpongeBob","  Care to join me?"
"Squidward"," Ladies and gentlemen, behold my wondrous paintings!"
"Squidward"," Hey, look at my arts you dummy!!"
"Mr. Krabs","  I don't know how you talked me into this art show, SpongeBob, but I'm shutting this thing down right now! "
"SpongeBob"," Aw, you can't, Mr. Krabs. Wait until Squidward sells some of his paintings."
"Squidward"," Buy some important paintings. See me expose my exquisite suffering."
"Squidward"," Hmph! These fools don't even recognize the masterworks in front of their faces. I'll confront them with the power of my art!"
"Squidward"," Witness the beauty!"
"Squidward"," Come on, Larry! Get your art on! "
"Squidward","  How about some art to go with that? "
"Mr. Krabs"," That's it! Squidward is scaring me customers away! I'm shuttin' this art show down! He's never gonna sell his paintings!"
"SpongeBob"," Sure he will!  I just bought one."
"Mr. Krabs","  Holy shrimp! Why would you do that to yourself?"
"SpongeBob"," What do you mean? I love it."
"SpongeBob"," Mr. Krabs, Squidward is our friend and his paintings are so cheap, you should buy one just to be nice."
"Mr. Krabs"," Nice? Nice? I don't waste my money on nice!"
"SpongeBob"," But think about how valuable these paintings might become."
"Mr. Krabs"," Valuable? What do you mean?"
"SpongeBob"," When art gets older,  it usually gets more expensive.  Squidward's paintings might be worth millions someday."
"Mr. Krabs"," Millions?!  Out of me way! Here!  Gimme!  Give it here! This is mine now!"
"SpongeBob"," Okay, Mr. Krabs!"
"Mr. Krabs","  Now, all I need to do is sit back and watch me art grow more valuable. "
"Mr. Krabs"," Hey, Eugene H. Krabs does not— I'll lose money! There must be something I can do to make this art worth lots more cash!"
"Squidward"," I sold all my art? This tiny handful of coins has legitimized me!  Who wants the autograph of a real artiste?"
"Mr. Krabs"," Out of the picture, eh? I think I can arrange this."
"Squidward"," Artist walking. Check me out."
"Mr. Krabs"," Check this out.  I have a delivery for ya, Mr. Squidward."
"Squidward"," What? You can't be serious. An artist such as myself should not be subject to such menial tasks."
"SpongeBob"," Aw, don't be menial to Squidward, Mr. Krabs. I'll take the delivery."
"Mr. Krabs"," No, Mr. Squidward is a real artist now and real artists can handle anything."
"Squidward"," The arctic is so cold!  Come on, Squidward. You're a strong artist. You can do it!  No!"
"Squidward","  SpongeBob?"
"SpongeBob","  Oh, hi, Squidward!"
"Squidward","  SpongeBob, what are you doing here?"
"SpongeBob"," Just getting some ice.  Fresh.  Need some help?  Whoa!"
"Squidward"," Here's your food."
"SpongeBob"," Eeh, we'd better get you home."
"Mr. Krabs"," Hello, is this the art appraiser? Just wanted to let you know that me good, good friend, Squidward, is now ""out of the pict—""  Wh—wh—wh—What the seahorse?!  Got another delivery for you, Squidward!  And only Squidward!"
"SpongeBob"," Your eyes are so pretty."
"Squidward","  ""237 Rock Bottom."" Oh, there it is! Oh, remember, Squidward, real artists embrace the unknown.  Uh, is anyone here?  I've got a delivery from the Krusty  Krab!"
"Squidward"," Ahh!"
"SpongeBob","  What are we screaming about?"
"Squidward"," Monsters!"
"SpongeBob"," Oh, they're not monsters, Squidward. They're my friends."
"Mr. Krabs","  Yes, I'm sure that Mr. Squidward is out of the picture for good. He will be missed. So, come on over and tell old Krabs how much money me paintings are worth. "
"Mr. Krabs"," Ha, ha, ha, he-he, ha.  Squidward, delivery! "
"SpongeBob"," Ha, this tickles. "
"Mr. Krabs"," Follow me, Mr. Squidward. I've got a special delivery vehicle just for a great artist like yourself."
"Squidward"," Well, that's more like it. Finally, some respect."
"Mr. Krabs"," Into the rocket ya go!"
"Squidward"," Wait! Why do I need a rocket? Where is this delivery to?"
"Mr. Krabs"," Mars. "
"Squidward"," Oh, Mars. Well, the...M—M—M—M—M—Mars?!"
"SpongeBob"," Bye, Squidward!"
"Squidward"," Delivery from the Krusty Krab."
"Squidward"," Hmph. All this red. So garish. Ha, this dump needs a true artist touch."
"Mr. Krabs"," So, now that Squidward definitely 100% is gone for good, what a shame, what do you think of these here paintings?"
"Mr. Krabs"," Really?  Oh, it's so complicated. These are tears of joy, but they're also tears of sadness for my good friend, Squidward. Wherever he is."
"SpongeBob"," Oh, here he is, Mr. Krabs!"
"Mr. Krabs"," Stay here and keep an eye on me investments. "
"Squidward","  Well, that was disgusting. So, who wants to talk about my use of color and brush stroke?"
"Mr. Krabs"," I have done everything I could to get you away from here safely and now you're messing with me money!"
"SpongeBob"," Run, Squidward, run!"
"Mr. Krabs"," Hey! How about a little support here?"
"SpongeBob"," Run, Mr. Krabs, run!"
"SpongeBob"," But a little slower than Squidward."
"SpongeBob"," Psst, it's your best friend, SpongeBob."
"Squidward"," Oh, get off of me!"
"SpongeBob"," I'll never get off of you, Squidward. Not until you're safe."
"Squidward"," I'll never be safe!  Not until my paintings are gone!"
"SpongeBob"," No, Squidward! You can't deprive the world of your paintings!"
"Squidward"," True, but it's better than depriving the world of me!"
"SpongeBob"," Come on, Squidward! Destroy those paintings before Mr. Krabs gets back!"
"Squidward"," I...I can't do it! They're just too magnificent!"
"Mr. Krabs"," Hey, hey, hey! Get away from me paintings!"
"Squidward"," Oh, I'm sorry, paintings, but it's you or me!"
"Squidward"," What? Really?"
"Squidward"," Yes, feel my art! "
"Mr. Krabs","  Leave me paintings alone, you monster!"
"Mr. Krabs"," Really? So, it must be worth millions! Hey, out of me way!"
"SpongeBob","  Mr. Krabs, uh, Squidward, I—I don't think you should be doing that."
"Squidward"," Oh, don't be so provincial, SpongeBob!"
"Mr. Krabs"," Yeah, stop trying to censor our money! I mean our art!"
"Mr. Krabs"," Whoo, boy! Hee, hee! So, how much ya gonna give me for all this? Ha, ha."
"Mr. Krabs"," What? Wait, come back here, you double-crossin'—"
"SpongeBob"," D'oh! Mr. Krabs! Squidward!"
"Squidward"," I'm an artist."
"Mr. Krabs"," I'm rich."
"SpongeBob"," And I helped. "
"Sandy"," Y'all are the best aquatic critter friends a lone star from out of town could ever have."
"Patrick"," Cake time! "
"Sandy"," Wah!"
"SpongeBob","  Don't worry. I always carry a spare."
"Sandy"," Oh, no you don't!  Hoo-hah! Karate slice! Hi-yah! "
"SpongeBob"," Enjoy the cake, everybody. I made it special just for Sandy.  Mm."
"Squidward"," I'm allergic to nuts. Are there any nuts in that?"
"SpongeBob"," Nope, no nuts."
"Squidward"," Oh, okay. "
"SpongeBob"," Oh, unless you count ""wall nuts."""
"Squidward"," What? "
"SpongeBob"," I'm pretty sure walnuts are a fruit though, huh?"
"Sandy","  Whoa!  Tex Ritter! You don't see that everyday.  Huh?"
"SpongeBob"," Since when is the moon so green?"
"Patrick","  Everyone knows the moon is made of cheese, SpongeBob.  It's just been up there so long, it's getting moldy.  Oh, but I'd still eat it. "
"Sandy"," That ain't the moon, guys. The real moon comes out at night, remember? Something's fishy going on here."
"Sandy"," You don't see that everyday. Did you see that, SpongeBob? Sponge...Bob?"
"Sandy"," SpongeBob? Patrick?  Everyone listen to me! Get away from the light! The light is bad! Run for the shade!"
"Mr. Krabs"," Oh-ho!"
"Mr. Krabs"," I'm always a sucker for a good smooch."
"Sandy"," No! Not me!  Huh? I guess it only effects sea creatures, but I still don't get why that green moon is turning everyone into wild swimming fish?  Am I the only one left?"
"Squidward"," Oh, whoever used that restroom last was an animal!  Hey, put me down! Sandy! What are you doing? Ow! That hurts!  What is the meaning of—"
"Sandy"," Get in the shade! "
"Squidward"," I demand an explanation!"
"Sandy"," I'm getting one right now, Squidward! "
"Sandy"," Hey, Frenchy! It's me, Sandy!"
"Sandy"," Oh, it's not hanging too good, Frenchy. You see, there's this—"
"Sandy"," Two hours?"
"Sandy"," I knewed it was nature, dagnabit! That's a relief. So I just have to keep Squidward in the shade for a couple of hours.  Whew! Thanks, Frenchy."
"Squidward","  I'm going home to hide under the covers! It's every cephalopod for himself! "
"Sandy","  Frenchy, I gotta call you back!  Squidward, you have to stay in the shade!"
"Squidward","  Help!"
"Sandy"," Squidward! No!"
"Sandy"," O.M. Jehoshaphat! You don't see that everyday.  My friends are gonna be lunch if I don't think fast!  SpongeBob! Patrick!  Mrs. Puff! Mr. Krabs!  Larry!  Yeeouch!  Look out, Pearl! I'll save you! Yee-ha!  Like busting a bronco! Yee-ha!  Whoa—oh—oh—oh!  Not the blowhole!  Hey! Everybody! The light is bad! Stay away from the light!"
"Sandy"," Hold your breath, creatures!"
"Sandy","  Here's where we get off!  Thanks for the lift, Pearl! Don't you worry. Nobody's going to eat you guys on my watch.  Ow!  Dinner time! Come and get it!  This is so fascinating, Frenchy. Tell me more about my fishy friends. Oh, wait. I'll put you on speaker phone. "
"Sandy"," Now that's what I call recycling, huh, Frenchy?"
"Sandy"," Oh, no, you don't."
"Sandy"," I knew I was gonna have to separate you two.  You're welcome, Mr. Krabs.  Ow!  Yeowch! "
"Sandy"," SpongeBob is never gonna believe this."
"Sandy"," Texas toast! It's a good thing my treedome is made of ten tons of pressure proof glass, huh, Frenchy?"
"Sandy"," You don't see that everyday! Squidward, no!"
"Sandy"," Whoa!  Oh!  Hi-yah!  Aah, hominy grits! "
